"6900","LESCO","Kasur","Industrial","Model","Kasur","Bhai Pheru","Army Walfare","1526","23-02-2022","09:00","0.625","Work Order No. 09-21-0010Starting Date 01-2022Area Planning / Bifurcation of 11KV Jajja & Hallah feeders from Bhai Pheru G/S11KV Sraiye Mughal (P)% age of work Completed 0%","Army Walfare"
"6901","LESCO","Kasur","Chunian","Ellahabad","Kasur","Ellahabad","Arzani Pur","","23-02-2022","09:00","0.625","Work Order No. 07-19-0005Starting Date 12-2021Area Planning / Bifurcation of 11KV Tariq Arshad from 132KV Ellah Abad G/S and 11kV Rajowal feeder from Hujra G/S and 11kV Noshehra feeder from Chunian G/S11KV Tariq Arshad (EM)% age of work Completed 10%","Village Arzani Pur"
"6902","LESCO","Kasur","Chunian","Ellahabad","Kasur","Ellahabad","Attari Karam Singh","50602","23-02-2022","09:00","0.625","Work Order No. 07-19-0005Starting Date 12-2021Area Planning / Bifurcation of 11KV Tariq Arshad from 132KV Ellah Abad G/S and 11kV Rajowal feeder from Hujra G/S and 11kV Noshehra feeder from Chunian G/S11KV Tariq Arshad (EM)% age of work Completed 10%","Village A.K.Singh"
"6903","LESCO","Kasur","Chunian","Ellahabad","Kasur","Ellahabad","BaqaPur","50609","23-02-2022","09:00","0.625","Work Order No. 07-19-0005Starting Date 12-2021Area Planning / Bifurcation of 11KV Tariq Arshad from 132KV Ellah Abad G/S and 11kV Rajowal feeder from Hujra G/S and 11kV Noshehra feeder from Chunian G/S11KV Tariq Arshad (EM)% age of work Completed 10%","village BaqaPur"
"6904","LESCO","NNS","Mana wala","Manawala","SKP","Walgon Sohail","Bhimra","082611","23-02-2022","09:00","15:00","EOL from 2800-KW to 4000-KW  M/S BHIMRA Textile Mills (Pvt) LTD Fsd Road Manawala","Independent"
"6905","LESCO","NNS","Mana wala","Manawala","SKP","Walgon Sohail","City Manawala","082604","23-02-2022","09:00","15:00","EOL from 2800-KW to 4000-KW  M/S BHIMRA Textile Mills (Pvt) LTD Fsd Road Manawala","City Manawala"
"6906","LESCO","Kasur","Chunian","Ellahabad","Kasur","Ellahabad","Deo Khara","50603","23-02-2022","09:00","0.625","Work Order No. 07-19-0005Starting Date 12-2021Area Planning / Bifurcation of 11KV Tariq Arshad from 132KV Ellah Abad G/S and 11kV Rajowal feeder from Hujra G/S and 11kV Noshehra feeder from Chunian G/S11KV Tariq Arshad (EM)% age of work Completed 10%","Village Deo Khara"
"6907","LESCO","Kasur","Kasur Rural","Khudian East","Kasur","Khudian","Dost Pura","31013","23-02-2022","09:00","0.625","Work Order No. 12-18-0055Starting Date 11-2021Area Planning /Bifurcation of 11kV Saad (EM) feeder Emanating from 132 kV Khudian G/S 11kV Saad (EM)% age of work Completed 10%","Khudian Dost Pura"
"6908","LESCO","Kasur","Chunian","Ellahabad","Kasur","Ellahabad","Gehlan","","23-02-2022","09:00","0.625","Work Order No. 07-19-0005Starting Date 12-2021Area Planning / Bifurcation of 11KV Tariq Arshad from 132KV Ellah Abad G/S and 11kV Rajowal feeder from Hujra G/S and 11kV Noshehra feeder from Chunian G/S11KV Tariq Arshad (EM)% age of work Completed 10%","Independent"
"6909","LESCO","Kasur","Phool Nagar","Sarai Mughal","Kasur","Bhai Pheru","Hallah","1502","23-02-2022","09:00","0.625","Work Order No. 09-21-0010Starting Date 01-2022Area Planning / Bifurcation of 11KV Jajja & Hallah feeders from Bhai Pheru G/S11KV Sraiye Mughal (P)% age of work Completed 0%","Hallah"
"6910","LESCO","Kasur","Kasur Rural","Khudian East","Kasur","Khudian","Kotly Abu Bakar","31023","23-02-2022","09:00","0.625","Work Order No. 12-18-0055Starting Date 11-2021Area Planning /Bifurcation of 11kV Saad (EM) feeder Emanating from 132 kV Khudian G/S 11kV Saad (EM)% age of work Completed 10%","Village Kotly"
"6911","LESCO","Kasur","Kasur City","Lalyani","south","Lalyani","Lakhney Key","","23-02-2022","09:00","0.625","D/W Premium Aluminium Extrusion Industry At Mustfabad Lullyani KasurNot Yet Started","Lakhney Key"
"6912","LESCO","fitfth","Defence","Sitara Colony","south","LEFO","Lefo Road","","23-02-2022","09:00","0.625","11KV Sitara Colony (EM) & 11KV Muhammad Ali Colony (P) Feeder From 132KV LEFO Grid Station Lahore.Not Yet Started","LEFO Road"
"6913","LESCO","Kasur","Chunian","Ellahabad","Kasur","Ellahabad","Pakhoki","50613","23-02-2022","09:00","0.625","Work Order No. 07-19-0005Starting Date 12-2021Area Planning / Bifurcation of 11KV Tariq Arshad from 132KV Ellah Abad G/S and 11kV Rajowal feeder from Hujra G/S and 11kV Noshehra feeder from Chunian G/S11KV Tariq Arshad (EM)% age of work Completed 10%","Village Pakhoki"
