"5999","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","Green View","Pindi Das","50702","13-02-2022","09:00","0.625","D/W Atta Metal  (PVT).LTD                        M/S Jilani Poly Industries (Pvt) Ltd SKP Road LahoreD/W. EXTENTION OF LOAD FROM 950-KW IN THE NAME OF M/S OPERA TEXTILE MILLS (PVT) LTD. 13-KM SHEIKHUPURA ROAD LAHORE.","Ind"
"6000","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","Green View","Precision Forging 1","50732","13-02-2022","0.375","0.625","D/W Atta Metal (PVT) LTD D/W. EXTENTION OF LOAD FROM 950-KW IN THE NAME OF M/S OPERA TEXTILE MILLS (PVT) LTD. 13-KM SHEIKHUPURA ROAD LAHORE","Ind"
"6001","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","Green View","Quality Costing","50733","13-02-2022","0.375","0.625","D/W Atta Metal (PVT) LTD","Ind"
"6002","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR / NORTH","Green View","Sardar Steel","50726","13-02-2022","0.375","0.625","1. D/W Atta Metal (PVT) LTD  ELR 2.BETTER ENGINEERING (EM) Feeder (Errection of poles ) NORTHD/W. EXTENTION OF LOAD FROM 950-KW IN THE NAME OF M/S OPERA TEXTILE MILLS (PVT) LTD. 13-KM SHEIKHUPURA ROAD LAHORE.","Ind"
"6003","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR / NORTH","Green View","SKP Road","50715","13-02-2022","0.375","0.625","1. D/W Atta Metal (PVT) LTD  ELR 2.BETTER ENGINEERING (EM) Feeder (Errection of poles ) NORTH","SKP Road"
"6004","LESCO","Second","Raiwind","JIA BAGGA","south","Chinar Bagh","Foton","","13-02-2022","","","11KV Arian (P) FEEDER","Chinar Bagh"
"6005","LESCO","Second","Raiwind","JIA BAGGA","south","AWT","KOT ARIAN","100801","13-02-2022","","","11KV Arian (P) FEEDER","VILLAGE ARIAN"
"6006","LESCO","NNS","Mana wala","Warburton","SKP","Warburton","A103","40105","13-02-2022","09:00","15:00","Supply of Power to M/S Hadi Spinning Mill, M/S Babar Spinnging Mills & M/S Siddiq Fibres Mills Through 11-KV Proposed Independent Feeder from 132-KV Bhikhi Grid","Independent"
"6007","LESCO","SKP","SKP Rural","Bhikhi","SKP","Bhikhi","Adil Textile","087126","13-02-2022","09:00","15:00","Supply of Power to M/S Hadi Spinning Mill, M/S Babar Spinnging Mills & M/S Siddiq Fibres Mills Through 11-KV Proposed Independent Feeder from 132-KV Bhikhi Grid","Independent"
"6008","LESCO","SKP","SKP Rural","Bhikhi","SKP","Bhikhi","Ahsan Youns","087121","13-02-2022","09:00","15:00","Supply of Power to M/S Hadi Spinning Mill, M/S Babar Spinnging Mills & M/S Siddiq Fibres Mills Through 11-KV Proposed Independent Feeder from 132-KV Bhikhi Grid","Independent"
"6009","LESCO","SKP","SKP Rural","Bhikhi","SKP","Bhikhi","Ameen","087111","13-02-2022","09:00","15:00","EOL From 499-KW to 2500-KW in the Name of M/S Surge Labs Pvt Ltd at FSD Road Sheikhupura App No. 1064/New/B-3 Dated 28-05-2021","Independent"
"6010","LESCO","Third","Mcload Road","Anarkali","south","Mcleod Road","Anarkali","58301","13-02-2022","09:00","0.625","EOL from 1500-KW to 3500-KW (Net Ext 2000-KW) under Tariff C-II in the name of Lahore High Court at Lahore High Court Mall Road Lahore 20%","Dominated"
"6011","LESCO","Third","Mcload Road","Anarkali","south","Mcleod Road","Bank Square","58305","13-02-2022","09:00","0.625","EOL from 1500-KW to 3500-KW (Net Ext 2000-KW) under Tariff C-II in the name of Lahore High Court at Lahore High Court Mall Road Lahore 20%","Independent"
"6012","LESCO","SKP","SKP Rural","Bhikhi","SKP","Bhikhi","Bhenero","087115","13-02-2022","09:00","15:00","Supply of Power to M/S Hadi Spinning Mill, M/S Babar Spinnging Mills & M/S Siddiq Fibres Mills Through 11-KV Proposed Independent Feeder from 132-KV Bhikhi Grid","Independent"
"6013","LESCO","SKP","SKP Rural","Bhikhi","SKP","Blessed","Bhenero","109604","13-02-2022","09:00","15:00","Supply of Power to M/S Hadi Spinning Mill, M/S Babar Spinnging Mills & M/S Siddiq Fibres Mills Through 11-KV Proposed Independent Feeder from 132-KV Bhikhi Grid","Independent"
"6014","LESCO","SKP","SKP Rural","Bhikhi","SKP","Bhikhi","Bhikhi","","13-02-2022","09:00","15:00","EOL From 499-KW to 2500-KW in the Name of M/S Surge Labs Pvt Ltd at FSD Road Sheikhupura App No. 1064/New/B-3 Dated 28-05-2021","Bhikhi"
"6015","LESCO","SKP","SKP Rural","Bhikhi","SKP","Blessed","Blessed-3","109602","13-02-2022","09:00","15:00","Supply of Power to M/S Hadi Spinning Mill, M/S Babar Spinnging Mills & M/S Siddiq Fibres Mills Through 11-KV Proposed Independent Feeder from 132-KV Bhikhi Grid","Independent"
"6016","LESCO","SKP","SKP Rural","Bhikhi","SKP","Blessed","Blessed-I","109601","13-02-2022","09:00","15:00","Supply of Power to M/S Hadi Spinning Mill, M/S Babar Spinnging Mills & M/S Siddiq Fibres Mills Through 11-KV Proposed Independent Feeder from 132-KV Bhikhi Grid","Independent"
"6017","LESCO","SKP","SKP Rural","Bhikhi","SKP","Bhikhi","Country Board","087120","13-02-2022","09:00","15:00","Supply of Power to M/S Hadi Spinning Mill, M/S Babar Spinnging Mills & M/S Siddiq Fibres Mills Through 11-KV Proposed Independent Feeder from 132-KV Bhikhi Grid","Independent"
