"5765","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","UIS","Javaid International","39908","09-02-2022","0.375","0.625","D/W Atta Metal (PVT) LTD","Ind"
"5766","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","UIS","Malik & Company","39909","09-02-2022","0.375","0.625","D/W Atta Metal (PVT) LTD","Ind"
"5767","LESCO","Northern","Ravi Road","Sandha","ELR","Sagian Grid","Mughal Park","","09-02-2022","08:00","0.5833","11-Kv Bloch Chowk (P) Feeder",""
"5768","LESCO","Northern","Ravi Road","Amin Park","ELR","Sagian Grid","Rashid Road","","09-02-2022","08:00","0.5833","11KV Khalid Park Feeder","Indp."
"5769","LESCO","Northern","Ravi Road","Sandha","ELR","Sagian Grid","Sagian Bridge","","09-02-2022","08:00","0.5833","11-Kv Bloch Chowk (P) Feeder",""
"5770","LESCO","Northern","Ravi Road","Amin Park","ELR","Sagian Grid","Shafiqa Abad","","09-02-2022","08:00","0.5833","11-Kv Bloch Chowk (P) Feeder       11KV Khalid Park Feeder",""
"5771","LESCO","Northern","Kot Abdul Malik","SKP Road","ELR","UIS","Taj Industry","","09-02-2022","09:00","0.625","M/S Jilani Poly Industries (Pvt) Ltd SKP Road Lahore","Ind"
"5772","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR / NORTH","UIS","Tri Plast","39910","09-02-2022","0.375","0.625","1. D/W Atta Metal (PVT) LTD ELR                        2. BETTER ENGINEERING (EM) Feeder (Errection of poles ) north","Ind"
"5773","LESCO","Northern","Data Darbar","Bilal Ganj","ELR","Sagian Grid","Umer Park","","09-02-2022","08:00","0.5833","11-Kv Bloch Chowk (P) Feeder       11KV Khalid Park Feeder",""
"5774","LESCO","Kasur","Phool  Nagar","Jumber","south /Kasur","Bhai Pheru","Niaz Baig","1507","09-02-2022","09:00","0.625","Deposit Work for EOL in the name of Zephyr Textile (Ltd) at 63-KM Multan Road Jumber Tehsil Pattoki District Kasur.25% /Work Order No. 09-21-0010Starting Date 01-2022Area Planning / Bifurcation of 11KV Jajja & Hallah feeders from Bhai Pheru G/S11KV Sraiye Mughal (P)% age of work Completed 0%","Domestic"
"5775","LESCO","fitfth","K.L.P","Kahna","south","New Sabzi Mandi","Gaju Matta","118405","09-02-2022","","","11 KV Gurumangat (EM) from 132 KV  Kahna Grid Station","Ferozapur Road"
"5776","LESCO","NNS","Mana wala","Manawala","SKP","Walgon Sohail","Allama Iqbal","082613","09-02-2022","09:00","15:00","EOL from 2800-KW to 4000-KW  M/S BHIMRA Textile Mills (Pvt) LTD Fsd Road Manawala","City Manawala"
"5777","LESCO","Kasur","Industrial","Model","Kasur","Bhai Pheru","Army Walfare","1526","09-02-2022","09:00","0.625","Work Order No. 09-21-0010Starting Date 01-2022Area Planning / Bifurcation of 11KV Jajja & Hallah feeders from Bhai Pheru G/S11KV Sraiye Mughal (P)% age of work Completed 0%","Army Walfare"
"5778","LESCO","Kasur","Chunian","Ellahabad","Kasur","Ellahabad","Arzani Pur","","09-02-2022","09:00","0.625","Work Order No. 07-19-0005Starting Date 12-2021Area Planning / Bifurcation of 11KV Tariq Arshad from 132KV Ellah Abad G/S and 11kV Rajowal feeder from Hujra G/S and 11kV Noshehra feeder from Chunian G/S11KV Tariq Arshad (EM)% age of work Completed 10%","Village Arzani Pur"
"5779","LESCO","Kasur","Chunian","Ellahabad","Kasur","Ellahabad","Attari Karam Singh","50602","09-02-2022","09:00","0.625","Work Order No. 07-19-0005Starting Date 12-2021Area Planning / Bifurcation of 11KV Tariq Arshad from 132KV Ellah Abad G/S and 11kV Rajowal feeder from Hujra G/S and 11kV Noshehra feeder from Chunian G/S11KV Tariq Arshad (EM)% age of work Completed 10%","Village A.K.Singh"
"5780","LESCO","Kasur","Chunian","Ellahabad","Kasur","Ellahabad","BaqaPur","50609","09-02-2022","09:00","0.625","Work Order No. 07-19-0005Starting Date 12-2021Area Planning / Bifurcation of 11KV Tariq Arshad from 132KV Ellah Abad G/S and 11kV Rajowal feeder from Hujra G/S and 11kV Noshehra feeder from Chunian G/S11KV Tariq Arshad (EM)% age of work Completed 10%","village BaqaPur"
"5781","LESCO","NNS","Mana wala","Manawala","SKP","Walgon Sohail","Bhimra","082611","09-02-2022","09:00","15:00","EOL from 2800-KW to 4000-KW  M/S BHIMRA Textile Mills (Pvt) LTD Fsd Road Manawala","Independent"
"5782","LESCO","NNS","Mana wala","Manawala","SKP","Walgon Sohail","City Manawala","082604","09-02-2022","09:00","15:00","EOL from 2800-KW to 4000-KW  M/S BHIMRA Textile Mills (Pvt) LTD Fsd Road Manawala","City Manawala"
"5783","LESCO","Kasur","Chunian","Ellahabad","Kasur","Ellahabad","Deo Khara","50603","09-02-2022","09:00","0.625","Work Order No. 07-19-0005Starting Date 12-2021Area Planning / Bifurcation of 11KV Tariq Arshad from 132KV Ellah Abad G/S and 11kV Rajowal feeder from Hujra G/S and 11kV Noshehra feeder from Chunian G/S11KV Tariq Arshad (EM)% age of work Completed 10%","Village Deo Khara"
"5784","LESCO","Kasur","Kasur Rural","Khudian East","Kasur","Khudian","Dost Pura","31013","09-02-2022","09:00","0.625","Work Order No. 12-18-0055Starting Date 11-2021Area Planning /Bifurcation of 11kV Saad (EM) feeder Emanating from 132 kV Khudian G/S 11kV Saad (EM)% age of work Completed 10%","Khudian Dost Pura"
