"5104","LESCO","5th Circle","Defence","Air Port","ELR","Ghazi Grid","Nishat Colony","98714","01-02-2022","09:00","0.625","D/W EDEN CITY Housing Society                   11KV Sejhpal (P)Feeder","Nishat Colony"
"5105","LESCO","Ist Circle","Meclord road","Royal Park","ELR","Mochi Gate","Nishtar Road","71007","01-02-2022","09:00","0.625","D/W Road Winding Subhan Hotel to Aik Moria Pul & Aik Moria Pul to Zoom Petrol Pump Sherawala(Section I,II) ….. Sherawala","Branth Rd"
"5106","LESCO","5th Circle","Cantt","Barki","ELR / NORTH","Ghazi Grid","Paragon","98728","01-02-2022","09:00","0.625","1. D/W EDEN CITY Housing 2.11KV Sejhpal (P)Feeder  ELR                            3.Reconductoring work of 11 KV Barki Feeder (EM NORTH","Society    ELR"
"5107","LESCO","5th Circle","Defence","Air Port","ELR","Ghazi Grid","system internation","","01-02-2022","09:00","0.625","D/W EDEN CITY Housing Society","Ind."
"5108","LESCO","Eastren","SHALAMAR","MAHMOOD BOOTI","North","Shalamar-I","K.T.WELL","19407","01-02-2022","0.375","0.625","11 KV Umer-e-Farooq Feeder (EM)  (Installation of Str: and stringing of conductor",""
"5109","LESCO","Northren","Ferozwala","Faiz Pur","North","Rustam","Nain Sukh","41223","01-02-2022","0.375","0.625","11 KV Nain Sukh Feeder (EM)","Suggian"
"5110","LESCO","Northren","Ferozwala","Faiz Pur","North","Rustam","Anees Printing press","","01-02-2022","0.375","0.625","11 KV Nain Sukh Feeder (EM)","independfent"
"5111","LESCO","Northren","Ferozwala","Faiz Pur","North","Rustam","Jaran wala Road","41217","01-02-2022","0.375","0.625","11 KV Nain Sukh Feeder (EM)","jarawala Road"
"5112","LESCO","Northren","Ferozwala","Faiz Pur","North","Rustam","Suggian Road","41224","01-02-2022","0.375","0.625","11 KV Nain Sukh Feeder (EM)","suggian"
"5113","LESCO","Eastren","SHALAMAR","Mehmood Booti","North","Shalamar-I","UMAR FAROOQ","","01-02-2022","09:00","0.625","REROUTING OF 11KV FEEDERS IN REGIONAL STORE SHALAMAR/11 KV Umer-e-Farooq Feeder (EM)  (Installation of Str: and stringing of conductor","Independent"
"5114","LESCO","Okara 4th","Okara","Gogera","Okara","Gogera","Akbar","53901","01-02-2022","09:00","0.625","Area Planning / Bifurcation/Load Shifting of 11 KV Saddar Gogera & 11 KV Jandraka From 132 KV Sadar Gogeera G/S,11 KV Ghous & 11 KV Satghara From 132 KV","Village Akbar"
"5115","LESCO","Fifth","Cantt","Guldasht Town","south / ELR","Ghazi Grid","Askari-10","98715","01-02-2022","","","Renala Khurd G/S, 11 KV Kund 1. D/W of Emploee Old Age Benefits Institution Hotel & Mixed use Development at Plot No. B Survey Ranger H/Q Lahore 2. D/W EDEN CITY Housing 3.11KV Sejhpal (P)Feeder ELR","Askari-1010% SOUTH                                                             Society ELR"
"5116","LESCO","Fifth","Cantt","Zarar Shaheed Road","south","Ghazi Grid","Askari-9","98718","01-02-2022","","","D/W of Emploee Old Age Benefits Institution Hotel & Mixed use Development at Plot No. B Survey Ranger H/Q Lahore 10%","Askari-9"
"5117","LESCO","Okara 4th","Okara","Gogera","Okara","Gogera","Bahaddar Nagar","53907","01-02-2022","09:00","0.625","Area Planning / Bifurcation/Load Shifting of 11 KV Saddar Gogera & 11 KV Jandraka From 132 KV Sadar Gogeera G/S,11 KV Ghous & 11 KV Satghara From 132 KV Renala Khurd G/S, 11 KV Kund Bohar From 132 KV Daula Chuchak G/S 11 KV SADDAR GOGERA (EM) Feeder from 132 KV Gogera G/S","Village Bahadur Nagar"
"5118","LESCO","SKP","SKP Rural","K/Wala","SKP","Sharqpur Road","Bularkey","089704","01-02-2022","09:00","15:00","Area Planning / Bifurcation of 11-KV Bulerky (EM) Feeder & 11-KV Sharaqpur Road (EM) Feeder from 132-KV Sharaqpur Road Grid Station 11-KV Bulerky (EM) Feeder","Village BulerkyGujjar Pura"
"5119","LESCO","Okara 4th","Okara","Gogera","Okara","Gogera","Burj Jeeway Khan","53908","01-02-2022","09:00","0.625","Area Planning / Bifurcation/Load Shifting of 11 KV Saddar Gogera & 11 KV Jandraka From 132 KV Sadar Gogeera G/S,11 KV Ghous & 11 KV Satghara From 132 KV Renala Khurd G/S, 11 KV Kund Bohar From 132 KV Daula Chuchak G/S 11 KV SADDAR GOGERA (EM) Feeder from 132 KV Gogera G/S","Village Burj Jeway Khan"
"5120","LESCO","Kasur","Kot Radha Kishan","KRK-I","Kasur","Kot Radha Kishan","City –I","85003","01-02-2022","09:00","0.625","Work Order No. 08-20-0011Starting Date 10-2020 Bifurcation of 11kV City-II Feeder from 132kV Kot Radha Kishan G/S 11kV Zaffarkay (P)% age of work Completed 40%","KRK City"
