"6468","LESCO","SKP","SKP City","Qila Sattar Shah","SKP","I.C.I","Zafarabad","75313","17-02-2022","09:00","15:00","EOL From 485-KW to 1500-KW in the Name of M/S Panther Sports & Rubber Industries at Bhatti Dhilwan Distt. SKP Against App # 111/EOL/B-3 Dt 08-09-2021.","Abadi Zafar AbadJoyina Wala More"
"6469","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","EMCO","Abu Bakar","","17-02-2022","0.375","0.625","11-KV Abu Bakar (P) Feeder","Ind"
"6470","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","EMCO","Al-Fateh Steel","","17-02-2022","0.375","0.625","11-KV Abu Bakar (P) Feeder","Ind"
"6471","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","EMCO","Din Colony","27018","17-02-2022","0.375","0.625","D/W NEW AGE CABLES","Ind"
"6472","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","EMCO","Emco","27001","17-02-2022","0.375","0.625","11-KV Abu Bakar (P) Feeder","Ind"
"6473","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","EMCO","FarooqSteel","","17-02-2022","0.375","0.625","11-KV Abu Bakar (P) Feeder","Ind"
"6474","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","EMCO","Hafeez Industry","","17-02-2022","0.375","0.625","D/W NEW AGE CABLES","Ind"
"6475","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","EMCO","K.A Malik -2","27012","17-02-2022","0.375","0.625","11-KV Abu Bakar (P) Feeder","Ind"
"6476","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","EMCO","MadinaGlass","","17-02-2022","0.375","0.625","11-KV Abu Bakar (P) Feeder","Ind"
"6477","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","Emco","New Age","27016","17-02-2022","0.375","0.625","D/W NEW AGE CABLES","11-KV Abu Bakar (P) Feeder                                  Industrial-3"
"6478","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","EMCO","Ranayal Synthetic","","17-02-2022","0.375","0.625","D/W NEW AGE CABLES","Ind"
"6479","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","EMCO","Starlet","","17-02-2022","0.375","0.625","11-KV Abu Bakar (P) Feeder","Ind"
"6480","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","EMCO","Variety","","17-02-2022","0.375","0.625","1. D/W NEW AGE CABLES  2.11-KV Abu Bakar (P) Feeder","Ind"
"6481","LESCO","central","Shah Pur","Shah Pur","south","Johar Town-I","Fransik Lab","78227","17-02-2022","","","1. D/W PAFDA Multan Road Thokar Niaz Baig   50%","Independent"
"6482","LESCO","central","Shah Pur","Shah Pur","south","Johar Town-I","Lala Zar","78213","17-02-2022","09:00","0.625","1. D/W PAFDA Multan Road Thokar Niaz Baig   50%","Raiwind Road"
"6483","LESCO","Northern","Ravi Road","Amin Park","ELR","Ravi Grid Station","Charagh Park","17302","19-02-2022","0.375","0.625","11 Kv Charagh Park","Charagh Park"
"6484","LESCO","Sheikhpura","City SKP","Qila Muhammadi","ELR","Ravi Grid Station","forest colony","017301","19-02-2022","0.375","0.625","11 Kv Charagh Park","forest colony"
"6485","LESCO","Northern","Badami Bagh","Data Nagar","ELR","Ravi Grid Station","Khokhar Road","017312","19-02-2022","0.375","0.625","11 Kv Charagh Park","Khokhar Road"
"6486","LESCO","Northern","Ravi Road","Amin Park","ELR","Ravi Grid Station","LDA","17308","19-02-2022","0.375","0.625","11 Kv Charagh Park","LDA"
"6487","LESCO","Northern","Data Darbar","Qila Muhammadi","ELR","Ravi Grid Station","Qila Mohammadi","17311","19-02-2022","0.375","0.625","11 Kv Charagh Park","Ravi Link"
"6488","LESCO","Northern","Data Darbar","Qila Muhammadi","ELR","Ravi Grid Station","Ravi Link","017310","19-02-2022","0.375","0.625","11 Kv Charagh Park","Ravi Link"
"6489","LESCO","Central","Shah Pur","Chung","ELR","Sukh Chain","Ali Hussain Abad","105012","20-02-2022","09:00","0.625","D/W. ROAD WIDENING SHIFTING OF HT/LT LINES & TRANSFORMERS FROM CANAL GARDEN SCHEME TO MOHLANWAL SCHEME SHAHKAM CHOWK LAHORE. ......... SHAHKAM CHOWK","Indp."
"6490","LESCO","Central","Shah Pur","Chung","ELR","Chung","BATA","3002","20-02-2022","09:00","0.625","D/W. ROAD WIDENING SHIFTING OF HT/LT LINES & TRANSFORMERS FROM CANAL GARDEN SCHEME TO MOHLANWAL SCHEME SHAHKAM CHOWK LAHORE. ......... SHAHKAM CHOWK","Indp."
"6491","LESCO","Central","Shah Pur","Chung","ELR","Jublee Town","Bhobtiyan Chowk","112703","20-02-2022","09:00","0.625","D/W. ROAD WIDENING SHIFTING OF HT/LT LINES & TRANSFORMERS FROM CANAL GARDEN SCHEME TO MOHLANWAL SCHEME SHAHKAM CHOWK LAHORE. ......... SHAHKAM CHOWK","Indp."
"6492","LESCO","Central","Shah Pur","Lahore Park","ELR","Sukh Chain","Canal Garden","105011","20-02-2022","09:00","0.625","D/W. ROAD WIDENING SHIFTING OF HT/LT LINES & TRANSFORMERS FROM CANAL GARDEN SCHEME TO MOHLANWAL SCHEME SHAHKAM CHOWK LAHORE. ......... SHAHKAM CHOWK","Indp."
