"5352","LESCO","SKP","SKP City","Qila Sattar Shah","SKP","Attabad","Tabish Steel","000627","03-02-2022","09:00","15:00","EOL From 485-KW to 1500-KW in the Name of M/S Panther Sports & Rubber Industries at Bhatti Dhilwan Distt. SKP Against App # 111/EOL/B-3 Dt 08-09-2021.","Independent"
"5353","LESCO","NNS","Mana wala","Warburton","SKP","Warburton","Tanveer Cotton","40120","03-02-2022","09:00","15:00","EOL From 486-KW to 2500-KW in the Name of M/S Liaqat Spinning Mills Pvt. Ltd. at 3-KM Ferozwattiowan Warburton Road Against App # 1110/EOL/B-3 Dated 08-09-2021.","Independent"
"5354","LESCO","Kasur","Kasur Rural","Mandi Usman Wala","Kasur","Khudian","Tatara","31017","03-02-2022","09:00","0.625","Work Order No. 03-19-0076Starting Date 11-2021Area Planning /Bifurcation of 11kV Dholan (EM) feeder Emanating from 132 kV Khudian G/S","Village Tatara"
"5355","LESCO","SKP","SKP City","Qila Sattar Shah","SKP","Attabad","Tubewell","000605","03-02-2022","09:00","15:00","EOL From 485-KW to 1500-KW in the Name of M/S Panther Sports & Rubber Industries at Bhatti Dhilwan Distt. SKP Against App # 111/EOL/B-3 Dt 08-09-2021.","Abadi KularAbadi Mudky Kalan"
"5356","LESCO","SKP","SKP City","Qila Sattar Shah","SKP","I.C.I","Zafarabad","75313","03-02-2022","09:00","15:00","EOL From 485-KW to 1500-KW in the Name of M/S Panther Sports & Rubber Industries at Bhatti Dhilwan Distt. SKP Against App # 111/EOL/B-3 Dt 08-09-2021.","Abadi Zafar AbadJoyina Wala More"
"5357","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","EMCO","Abu Bakar","","03-02-2022","0.375","0.625","11-KV Abu Bakar (P) Feeder","Ind"
"5358","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","EMCO","Al-Fateh Steel","","03-02-2022","0.375","0.625","11-KV Abu Bakar (P) Feeder","Ind"
"5359","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","EMCO","Din Colony","27018","03-02-2022","0.375","0.625","D/W NEW AGE CABLES","Ind"
"5360","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","EMCO","Emco","27001","03-02-2022","0.375","0.625","11-KV Abu Bakar (P) Feeder","Ind"
"5361","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","EMCO","FarooqSteel","","03-02-2022","0.375","0.625","11-KV Abu Bakar (P) Feeder","Ind"
"5362","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","EMCO","Hafeez Industry","","03-02-2022","0.375","0.625","D/W NEW AGE CABLES","Ind"
"5363","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","EMCO","K.A Malik -2","27012","03-02-2022","0.375","0.625","11-KV Abu Bakar (P) Feeder","Ind"
"5364","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","EMCO","MadinaGlass","","03-02-2022","0.375","0.625","11-KV Abu Bakar (P) Feeder","Ind"
"5365","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","Emco","New Age","27016","03-02-2022","0.375","0.625","D/W NEW AGE CABLES","Industrial-311-KV Abu Bakar (P) Feeder"
"5366","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","EMCO","Ranayal Synthetic","","03-02-2022","0.375","0.625","D/W NEW AGE CABLES","Ind"
"5367","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","EMCO","Starlet","","03-02-2022","0.375","0.625","11-KV Abu Bakar (P) Feeder","Ind"
"5368","LESCO","Northern","Kot Abdul Malik","Kot Abdul Malik","ELR","EMCO","Variety","","03-02-2022","0.375","0.625","1. D/W NEW AGE CABLES  2.11-KV Abu Bakar (P) Feeder","Ind"
"5369","LESCO","central","Shah Pur","Niaz Baig","south","Johar Town-II","Judicial Colony","109502","03-02-2022","09:00","0.625","1. D/W PAFDA Multan Road Thokar Niaz Baig   50%","Judicial"
"5370","LESCO","Central","Shah Pur","Chung","ELR","Sukh Chain","Ali Hussain Abad","105012","06-02-2022","09:00","0.625","D/W. ROAD WIDENING SHIFTING OF HT/LT LINES & TRANSFORMERS FROM CANAL GARDEN SCHEME TO MOHLANWAL SCHEME SHAHKAM CHOWK LAHORE. .........","Indp."
"5371","LESCO","Central","Shah Pur","Chung","ELR","Chung","BATA","3002","06-02-2022","09:00","0.625","D/W. ROAD WIDENING SHIFTING OF HT/LT LINES & TRANSFORMERS FROM CANAL GARDEN SCHEME TO MOHLANWAL SCHEME SHAHKAM CHOWK LAHORE. .........","Indp."
"5372","LESCO","Central","Shah Pur","Chung","ELR","Jublee Town","Bhobtiyan Chowk","112703","06-02-2022","09:00","0.625","D/W. ROAD WIDENING SHIFTING OF HT/LT LINES & TRANSFORMERS FROM CANAL GARDEN SCHEME TO MOHLANWAL SCHEME SHAHKAM CHOWK LAHORE. ......... SHAHKAM CHOWK","Indp."
"5373","LESCO","Central","Shah Pur","Lahore Park","ELR","Sukh Chain","Canal Garden","105011","06-02-2022","09:00","0.625","D/W. ROAD WIDENING SHIFTING OF HT/LT LINES & TRANSFORMERS FROM CANAL GARDEN SCHEME TO MOHLANWAL SCHEME SHAHKAM CHOWK LAHORE. ......... SHAHKAM CHOWK","Indp."
"5374","LESCO","Central","Shah Pur","Ali Raza Abad","ELR","Wapda Town","Comset","50332","06-02-2022","09:00","0.625","D/W. ROAD WIDENING SHIFTING OF HT/LT LINES & TRANSFORMERS FROM CANAL GARDEN SCHEME TO MOHLANWAL SCHEME SHAHKAM CHOWK LAHORE. ......... SHAHKAM CHOWK","Indp."
