"6294","LESCO","Okara 4th","Okara","Gogera","Okara","Gogera","Young Pur","53903","15-02-2022","09:00","0.625","Area Planning / Bifurcation/Load Shifting of 11 KV Saddar Gogera & 11 KV Jandraka From 132 KV Sadar Gogeera G/S,11 KV Ghous & 11 KV Satghara From 132 KV Renala Khurd G/S, 11 KV Kund Bohar From 132 KV Daula Chuchak G/S 11 KV SADDAR GOGERA (EM) Feeder from 132 KV Gogera G/S","Village Young Pur"
"6295","LESCO","Centrel Circle","Raiwind","Sarfraz Nagar","ELR","Manga Mandi","Yousaf Chackwal","41114","15-02-2022","09:00","0.625","D/W M/S MEEZAN BEVERAGES PVT LTD.       D/W M/S T.U Plastic Industry Company PVT.LTD","Mix"
"6296","LESCO","Kasur","Phool Nagar","Sarfraz Nagar","ELR","Manga Mandi","Zahoor Textile","41110","15-02-2022","09:00","0.625","M/S T.U Plastic Industry Company PVT.LTD.AT 45 KM Multan Road D/W M/S MEEZAN BEVERAGES PVT LTD.","Phool Nagar"
"6297","LESCO","Fifth","Cantt","Zarar Shaheed Road","south","Ghazi Grid","Zarar Shaheed","98726","15-02-2022","","","D/W of Emploee Old Age Benefits Institution Hotel & Mixed use Development at Plot No. B Survey Ranger H/Q Lahore 10%","Zarar Shaheed"
"6298","LESCO","Okara 4th","Depal Pur","Bhoman Shah","Okara","Haveli Lakha","Bheela","","15-02-2022","09:00","0.625","Area Planning /Bifurcation of 11 KV Pir Ghani and 11 KV Milk Plant Feeder emanating From 132 KV Haveli Lakha Grid Station 11 KV Pir Ghani   (EM) & Milk Plant (EM) Feeder","Village Jinday ki"
"6299","LESCO","Okara 4th","Depal Pur","Haveli Rural","Okara","Haveli Lakha","Chak Bawa","6012","15-02-2022","09:00","0.625","Area Planning /Bifurcation of 11 KV Pir Ghani and 11 KV Milk Plant Feeder emanating From 132 KV Haveli Lakha Grid Station 11 KV Pir Ghani   (EM) & Milk Plant (EM) Feeder","Village Bhuman Shah"
"6300","LESCO","Okara 4th","Depal Pur","Haveli Rural","Okara","Haveli Lakha","Chak Kambo","6007","15-02-2022","09:00","0.625","Area Planning /Bifurcation of 11 KV Pir Ghani and 11 KV Milk Plant Feeder emanating From 132 KV Haveli Lakha Grid Station 11 KV Pir Ghani   (EM) & Milk Plant (EM) Feeder","Village Chak Kamboo"
"6301","LESCO","Okara 4th","Depal Pur","Haveli Rural","Okara","Haveli Lakha","Milk Plant","6008","15-02-2022","09:00","0.625","Area Planning /Bifurcation of 11 KV Pir Ghani and 11 KV Milk Plant Feeder emanating From 132 KV Haveli Lakha Grid Station 11 KV Pir Ghani   (EM) & Milk Plant (EM) Feeder","Village Jhangir Abad"
"6302","LESCO","Okara 4th","Depal Pur","Haveli Rural","Okara","Haveli Lakha","Peer Ghani","6005","15-02-2022","09:00","0.625","Area Planning /Bifurcation of 11 KV Pir Ghani and 11 KV Milk Plant Feeder emanating From 132 KV Haveli Lakha Grid Station 11 KV Pir Ghani   (EM) & Milk Plant (EM) Feeder","Village Sulemanki"
"6303","LESCO","Okara 4th","Depal Pur","Haveli Rural","Okara","Haveli Lakha","Subhan","","15-02-2022","09:00","0.625","Area Planning /Bifurcation of 11 KV Pir Ghani and 11 KV Milk Plant Feeder emanating From 132 KV Haveli Lakha Grid Station 11 KV Pir Ghani   (EM) & Milk Plant (EM) Feeder","Village Jamal Kot"
"6304","LESCO","Okara 4th","Depal Pur","Haveli Rural","Okara","Haveli Lakha","Wasaway Wala","6011","15-02-2022","09:00","0.625","Area Planning /Bifurcation of 11 KV Pir Ghani and 11 KV Milk Plant Feeder emanating From 132 KV Haveli Lakha Grid Station 11 KV Pir Ghani   (EM) & Milk Plant (EM) Feeder",""
"6305","LESCO","SKP","SKP Rural","Attabad","SKP","Sharqpur Road","A.A Paper","089711","15-02-2022","09:00","15:00","Area Planning / Bifurcation of 11-KV Bulerky (EM) Feeder & 11-KV Sharaqpur Road (EM) Feeder from 132-KV Sharaqpur Road Grid Station 11-KV Bulerky (EM) Feeder","Independent"
"6306","LESCO","SKP","SKP Rural","Attabad","SKP","Sharqpur Road","ADS-II","089710","15-02-2022","09:00","15:00","Area Planning / Bifurcation of 11-KV Bulerky (EM) Feeder & 11-KV Sharaqpur Road (EM) Feeder from 132-KV Sharaqpur Road Grid Station 11-KV Bulerky (EM) Feeder","Independent"
"6307","LESCO","SKP","SKP Rural","Waris Shah","SKP","Sharqpur Road","Al Karam","089706","15-02-2022","09:00","15:00","Area Planning / Bifurcation of 11-KV Bulerky (EM) Feeder & 11-KV Sharaqpur Road (EM) Feeder from 132-KV Sharaqpur Road Grid Station 11-KV Bulerky (EM) Feeder","Independent"
"6308","LESCO","SKP","SKP Rural","Attabad","SKP","Sharqpur Road","CKM-2","089701","15-02-2022","09:00","15:00","Area Planning / Bifurcation of 11-KV Bulerky (EM) Feeder & 11-KV Sharaqpur Road (EM) Feeder from 132-KV Sharaqpur Road Grid Station 11-KV Bulerky (EM) Feeder","Chechoki Malian"
"6309","LESCO","SKP","SKP Rural","K/Wala","SKP","Sharqpur Road","Gulstan         Park","089708","15-02-2022","09:00","15:00","Area Planning / Bifurcation of 11-KV Bulerky (EM) Feeder & 11-KV Sharaqpur Road (EM) Feeder from 132-KV Sharaqpur Road Grid Station 11-KV Bulerky (EM) Feeder","Gulsistan ParkSharqpur Road"
